date,valeur,surfaceterrain,nblocmai,nblocapt,nblocdep,nblocact,sbati,typebien,iris,A,B,C,D,E,F,G,Total,jardin
2016-05-31,43000.0,0,0,1,0,0,29,UN APPARTEMENT,14118_1701,73,18,3,21,2,2,3,122,0
2016-11-29,58000.0,0,0,1,1,0,50,UN APPARTEMENT,14118_0303,24,8,1,22,0,0,1,56,0
2016-06-15,46000.0,0,0,1,1,0,30,UN APPARTEMENT,14118_1902,25,8,3,19,0,1,1,57,0
2016-09-16,78000.0,0,0,1,0,0,57,UN APPARTEMENT,14118_1704,38,10,4,13,0,2,0,67,0
2016-01-09,90000.0,0,0,1,1,0,38,UN APPARTEMENT,14118_1001,12,2,1,5,0,2,0,22,0
2016-07-01,145000.0,0,0,1,1,0,75,UN APPARTEMENT,14118_2007,16,3,3,8,0,3,0,33,0
2016-07-13,167000.0,93,1,0,0,0,112,UNE MAISON,14118_0702,32,8,4,28,1,8,0,81,1
2016-11-02,90000.0,0,0,1,1,0,53,UN APPARTEMENT,14118_0702,32,8,4,28,1,8,0,81,0
2016-12-28,44000.0,0,0,1,0,0,26,UN APPARTEMENT,14118_1902,25,8,3,19,0,1,1,57,0
2016-07-01,138000.0,0,1,0,0,0,35,UNE MAISON,14118_0101,123,72,2,46,0,7,3,253,0
2016-01-26,700000.0,2592,0,0,0,1,0,ACTIVITE,14118_2002,17,4,2,8,0,18,1,50,0
2016-07-19,320000.0,621,1,0,0,0,74,UNE MAISON,14118_0804,18,3,1,22,1,2,0,47,1
2016-01-18,310000.0,0,0,1,0,0,139,UN APPARTEMENT,14118_0601,58,13,1,15,0,7,2,96,0
2016-08-24,120000.0,0,0,1,1,0,82,UN APPARTEMENT,14118_2004,15,3,1,2,0,1,0,22,0
2016-04-19,120000.0,404,1,0,0,0,53,UNE MAISON,14118_1902,25,8,3,19,0,1,1,57,1
2016-12-14,168000.0,0,1,0,0,0,85,UNE MAISON,14118_1702,35,16,1,17,0,0,2,71,0
2016-07-05,112000.0,0,0,1,0,0,57,UN APPARTEMENT,14118_1502,81,11,2,34,0,0,0,128,0
2016-10-24,8500.0,0,0,0,1,0,0,UNE DEPENDANCE,14118_0903,7,2,1,8,0,0,1,19,0
2016-03-25,63000.0,0,0,1,1,0,44,UN APPARTEMENT,14118_1501,16,3,1,10,0,3,0,33,0
2016-02-16,170000.0,0,0,1,1,0,91,UN APPARTEMENT,14118_0201,171,84,4,91,0,4,9,363,0
2016-01-28,220000.0,0,0,1,2,0,90,UN APPARTEMENT,14118_0301,78,11,1,24,0,1,4,119,0
2016-05-23,150000.0,386,1,0,0,0,75,UNE MAISON,14118_0702,32,8,4,28,1,8,0,81,1
2016-04-14,113300.0,0,0,1,1,0,67,UN APPARTEMENT,14118_2004,15,3,1,2,0,1,0,22,0
2016-08-05,100000.0,0,0,1,1,0,66,UN APPARTEMENT,14118_0804,18,3,1,22,1,2,0,47,0
2016-03-02,114000.0,0,0,1,1,0,82,UN APPARTEMENT,14118_0502,24,3,3,4,0,1,0,35,0
2016-06-30,50000.0,0,0,1,2,0,34,UN APPARTEMENT,14118_1001,12,2,1,5,0,2,0,22,0
2016-09-14,57000.0,0,0,1,1,0,18,UN APPARTEMENT,14118_1301,58,13,3,27,1,2,0,104,0
2016-09-12,139000.0,0,0,1,1,0,69,UN APPARTEMENT,14118_0601,58,13,1,15,0,7,2,96,0
2016-04-25,135000.0,247,1,0,0,0,69,UNE MAISON,14118_0804,18,3,1,22,1,2,0,47,1
2016-06-24,220000.0,0,0,1,1,0,158,UN APPARTEMENT,14118_0202,122,79,4,74,3,1,7,290,0
2016-07-01,105000.0,0,0,1,1,0,72,UN APPARTEMENT,14118_0201,171,84,4,91,0,4,9,363,0
2016-11-08,194000.0,0,0,1,1,0,87,UN APPARTEMENT,14118_1601,60,54,2,35,1,7,5,164,0
2016-06-04,119880.0,0,0,1,0,0,72,UN APPARTEMENT,14118_0201,171,84,4,91,0,4,9,363,0
2016-02-26,11000.0,0,0,0,1,0,0,UNE DEPENDANCE,14118_0501,36,10,3,36,0,6,0,91,0
2016-08-01,168000.0,0,0,1,0,0,88,UN APPARTEMENT,14118_0201,171,84,4,91,0,4,9,363,0
2016-06-24,108000.0,0,0,1,1,0,60,UN APPARTEMENT,14118_0803,41,14,1,31,0,1,0,88,0
2016-07-26,1100000.0,830,1,0,0,0,395,UNE MAISON,14118_0101,123,72,2,46,0,7,3,253,1
2016-11-23,98000.0,0,0,0,0,2,52,ACTIVITE,14118_0701,13,5,1,12,0,3,0,34,0
2016-06-10,108000.0,0,0,1,0,0,66,UN APPARTEMENT,14118_0804,18,3,1,22,1,2,0,47,0
2016-03-15,105000.0,0,0,1,1,0,49,UN APPARTEMENT,14118_0202,122,79,4,74,3,1,7,290,0
2016-07-20,73000.0,0,0,1,0,0,55,UN APPARTEMENT,14118_2007,16,3,3,8,0,3,0,33,0
2016-07-11,126346.0,0,0,0,0,1,0,ACTIVITE,14118_2007,16,3,3,8,0,3,0,33,0
2016-09-10,89000.0,0,0,1,1,0,55,UN APPARTEMENT,14118_1101,27,8,2,25,1,1,1,65,0
2016-10-12,178000.0,0,0,1,0,0,94,UN APPARTEMENT,14118_0502,24,3,3,4,0,1,0,35,0
2016-09-16,462000.0,530,1,0,0,0,150,UNE MAISON,14118_1301,58,13,3,27,1,2,0,104,1
2016-01-15,108000.0,0,0,1,1,0,47,UN APPARTEMENT,14118_1901,13,9,2,6,0,8,0,38,0
2016-05-04,165000.0,496,1,0,0,0,60,UNE MAISON,14118_1201,19,1,18,3,0,0,0,41,1
2016-12-23,102000.0,0,0,1,0,0,40,UN APPARTEMENT,14118_0301,78,11,1,24,0,1,4,119,0
2016-01-29,250000.0,653,1,0,0,0,80,UNE MAISON,14118_1301,58,13,3,27,1,2,0,104,1
2016-11-09,112000.0,0,0,1,1,0,48,UN APPARTEMENT,14118_1503,35,12,7,54,0,6,0,114,0
2016-02-18,47000.0,0,0,1,0,0,16,UN APPARTEMENT,14118_0501,36,10,3,36,0,6,0,91,0
2016-11-22,285300.0,520,1,0,0,0,120,UNE MAISON,14118_1301,58,13,3,27,1,2,0,104,1
2016-06-21,85000.0,0,0,1,0,0,50,UN APPARTEMENT,14118_0802,36,5,3,39,0,0,0,83,0
2016-09-02,320000.0,426,1,0,0,0,125,UNE MAISON,14118_1704,38,10,4,13,0,2,0,67,1
2016-02-26,225000.0,799,1,0,0,0,129,UNE MAISON,14118_2006,23,3,3,29,1,6,2,67,1
2016-08-08,63500.0,0,0,1,1,0,48,UN APPARTEMENT,14118_0903,7,2,1,8,0,0,1,19,0
2016-04-15,355000.0,0,0,1,1,0,81,UN APPARTEMENT,14118_1502,81,11,2,34,0,0,0,128,0
2016-06-16,44000.0,0,0,1,1,0,27,UN APPARTEMENT,14118_0301,78,11,1,24,0,1,4,119,0
2016-04-14,154000.0,0,0,1,1,0,73,UN APPARTEMENT,14118_0301,78,11,1,24,0,1,4,119,0
2016-08-26,52500.0,0,0,1,1,0,20,UN APPARTEMENT,14118_1503,35,12,7,54,0,6,0,114,0
2016-09-21,120000.0,0,0,1,0,0,63,UN APPARTEMENT,14118_0102,159,197,2,64,0,3,13,438,0
2016-01-26,10250.0,0,0,0,1,0,0,UNE DEPENDANCE,14118_1902,25,8,3,19,0,1,1,57,0
2016-12-28,48000.0,0,0,1,1,0,29,UN APPARTEMENT,14118_0802,36,5,3,39,0,0,0,83,0
2016-12-30,368500.0,0,0,0,2,3,207,ACTIVITE,14118_0101,123,72,2,46,0,7,3,253,0
2016-12-12,185000.0,310,1,0,0,0,94,UNE MAISON,14118_1902,25,8,3,19,0,1,1,57,1
2016-02-19,103000.0,0,0,1,1,0,66,UN APPARTEMENT,14118_0802,36,5,3,39,0,0,0,83,0
2016-01-26,101000.0,0,0,1,1,0,48,UN APPARTEMENT,14118_0501,36,10,3,36,0,6,0,91,0
2016-10-04,68000.0,0,0,1,1,0,34,UN APPARTEMENT,14118_0804,18,3,1,22,1,2,0,47,0
2016-09-21,160000.0,0,0,1,1,0,79,UN APPARTEMENT,14118_0802,36,5,3,39,0,0,0,83,0
2016-06-10,169500.0,422,1,0,0,0,64,UNE MAISON,14118_1704,38,10,4,13,0,2,0,67,1
2016-05-10,202000.0,0,0,1,0,0,112,UN APPARTEMENT,14118_0101,123,72,2,46,0,7,3,253,0
2016-12-28,77800.0,0,0,1,1,0,90,UN APPARTEMENT,14118_1903,25,10,1,33,0,10,0,79,0
2016-12-21,126100.0,0,0,1,2,0,64,UN APPARTEMENT,14118_0702,32,8,4,28,1,8,0,81,0
2016-07-26,88000.0,0,0,1,1,0,59,UN APPARTEMENT,14118_0803,41,14,1,31,0,1,0,88,0
2016-07-25,102000.0,0,0,1,1,0,67,UN APPARTEMENT,14118_0701,13,5,1,12,0,3,0,34,0
2016-06-06,100000.0,352,1,0,0,0,56,UNE MAISON,14118_0804,18,3,1,22,1,2,0,47,1
2016-01-21,141000.0,1198,0,1,1,0,78,UN APPARTEMENT,14118_0202,122,79,4,74,3,1,7,290,1
2016-08-18,17000.0,0,0,0,1,0,0,UNE DEPENDANCE,14118_0202,122,79,4,74,3,1,7,290,0
2016-02-12,125000.0,0,0,1,1,0,88,UN APPARTEMENT,14118_1101,27,8,2,25,1,1,1,65,0
2016-11-18,82900.0,0,0,1,1,0,42,UN APPARTEMENT,14118_1702,35,16,1,17,0,0,2,71,0
2016-03-24,6000.0,0,0,0,1,0,0,UNE DEPENDANCE,14118_0301,78,11,1,24,0,1,4,119,0
2016-09-21,123000.0,0,0,1,1,0,62,UN APPARTEMENT,14118_0501,36,10,3,36,0,6,0,91,0
2016-10-27,115000.0,0,0,1,0,0,80,UN APPARTEMENT,14118_0201,171,84,4,91,0,4,9,363,0
2016-09-14,81000.0,0,0,1,1,0,35,UN APPARTEMENT,14118_0803,41,14,1,31,0,1,0,88,0
2016-10-19,95000.0,0,0,1,1,0,78,UN APPARTEMENT,14118_0903,7,2,1,8,0,0,1,19,0
2016-07-28,103000.0,0,0,1,1,0,84,UN APPARTEMENT,14118_1001,12,2,1,5,0,2,0,22,0
2016-06-01,45500.0,0,0,1,1,0,25,UN APPARTEMENT,14118_1702,35,16,1,17,0,0,2,71,0
2016-04-05,92250.0,0,0,1,1,0,76,UN APPARTEMENT,14118_2006,23,3,3,29,1,6,2,67,0
2016-07-25,283000.0,209,1,0,0,0,126,UNE MAISON,14118_2006,23,3,3,29,1,6,2,67,1
2016-08-11,9000.0,0,0,0,1,0,0,UNE DEPENDANCE,14118_1201,19,1,18,3,0,0,0,41,0
2016-05-17,92000.0,0,0,1,3,0,79,UN APPARTEMENT,14118_1101,27,8,2,25,1,1,1,65,0
2016-02-29,75000.0,0,0,1,0,0,30,UN APPARTEMENT,14118_0102,159,197,2,64,0,3,13,438,0
2016-08-02,3800000.0,12761,0,0,0,10,6864,ACTIVITE,14118_1704,38,10,4,13,0,2,0,67,1
2016-08-04,60000.0,0,0,1,0,0,17,UN APPARTEMENT,14118_0102,159,197,2,64,0,3,13,438,0
2016-11-16,205000.0,241,1,0,0,0,90,UNE MAISON,14118_1704,38,10,4,13,0,2,0,67,1
2016-01-29,380000.0,216,1,0,0,0,116,UNE MAISON,14118_1502,81,11,2,34,0,0,0,128,1
2016-08-19,121000.0,0,0,1,1,0,62,UN APPARTEMENT,14118_2007,16,3,3,8,0,3,0,33,0
2016-05-02,740000.0,495,0,0,0,1,489,ACTIVITE,14118_0101,123,72,2,46,0,7,3,253,1
2016-04-07,118800.0,127,1,0,0,0,43,UNE MAISON,14118_0803,41,14,1,31,0,1,0,88,1
2016-07-11,100000.0,0,0,0,0,1,113,ACTIVITE,14118_0101,123,72,2,46,0,7,3,253,0
2016-06-10,62000.0,0,0,1,1,0,26,UN APPARTEMENT,14118_0802,36,5,3,39,0,0,0,83,0
2016-09-06,25000.0,17,0,0,0,0,0,TERRAIN ARTIFICIALISE MIXTE,14118_1102,37,11,5,34,0,3,0,90,0
2016-12-29,97000.0,0,0,1,0,0,27,UN APPARTEMENT,14118_0101,123,72,2,46,0,7,3,253,0
2016-06-27,160200.0,0,0,1,1,0,82,UN APPARTEMENT,14118_2004,15,3,1,2,0,1,0,22,0
2016-11-25,13000.0,0,0,0,1,0,0,UNE DEPENDANCE,14118_1202,21,5,1,15,0,1,1,44,0
2016-08-19,8500.0,0,0,0,1,0,0,UNE DEPENDANCE,14118_0802,36,5,3,39,0,0,0,83,0
2016-07-11,15000.0,0,0,0,1,0,0,UNE DEPENDANCE,14118_1502,81,11,2,34,0,0,0,128,0
2016-12-08,78000.0,2218,0,1,1,0,66,UN APPARTEMENT,14118_1704,38,10,4,13,0,2,0,67,1
2016-07-01,254000.0,0,0,1,1,0,60,UN APPARTEMENT,14118_0101,123,72,2,46,0,7,3,253,0
2016-06-30,126346.0,0,0,0,0,1,0,ACTIVITE,14118_2007,16,3,3,8,0,3,0,33,0
2016-08-17,100500.0,0,0,1,0,0,98,UN APPARTEMENT,14118_0202,122,79,4,74,3,1,7,290,0
2016-02-29,301772.0,502,0,0,0,1,326,ACTIVITE,14118_1402,29,4,9,9,0,3,2,56,1
2016-09-20,38000.0,0,0,1,0,0,32,UN APPARTEMENT,14118_0502,24,3,3,4,0,1,0,35,0
2016-11-08,225000.0,149,0,3,1,0,79,APPARTEMENT INDETERMINE,14118_1503,35,12,7,54,0,6,0,114,1
2016-02-12,65000.0,0,0,1,1,0,36,UN APPARTEMENT,14118_1102,37,11,5,34,0,3,0,90,0
2016-12-06,85000.0,0,0,1,0,0,40,UN APPARTEMENT,14118_0101,123,72,2,46,0,7,3,253,0
2016-03-25,262150.0,380,0,0,0,0,0,TERRAIN ARTIFICIALISE MIXTE,14118_0301,78,11,1,24,0,1,4,119,0
2016-06-30,9000.0,0,0,0,1,0,0,UNE DEPENDANCE,14118_0201,171,84,4,91,0,4,9,363,0
2016-09-06,61100.0,0,0,1,1,0,28,UN APPARTEMENT,14118_1102,37,11,5,34,0,3,0,90,0
2016-08-26,113150.0,0,0,1,0,0,76,UN APPARTEMENT,14118_0201,171,84,4,91,0,4,9,363,0
2016-04-01,108000.0,0,0,1,0,0,68,UN APPARTEMENT,14118_0102,159,197,2,64,0,3,13,438,0
2016-11-24,80000.0,0,0,1,1,0,48,UN APPARTEMENT,14118_0601,58,13,1,15,0,7,2,96,0
2016-02-02,54000.0,0,0,1,1,0,30,UN APPARTEMENT,14118_1301,58,13,3,27,1,2,0,104,0
2016-07-08,155000.0,0,0,1,0,0,64,UN APPARTEMENT,14118_1202,21,5,1,15,0,1,1,44,0
2016-02-24,618000.0,0,0,2,0,3,450,BATI MIXTE - LOGEMENT/ACTIVITE,14118_0202,122,79,4,74,3,1,7,290,0
2016-11-24,90000.0,0,1,0,1,0,98,UNE MAISON,14118_1701,73,18,3,21,2,2,3,122,0
2016-04-28,186500.0,160,1,0,0,0,62,UNE MAISON,14118_1703,19,5,0,80,0,5,0,109,1
2016-12-05,93000.0,0,0,1,0,0,55,UN APPARTEMENT,14118_1102,37,11,5,34,0,3,0,90,0
2016-09-19,80000.0,0,0,1,1,0,58,UN APPARTEMENT,14118_1903,25,10,1,33,0,10,0,79,0
2016-02-04,107000.0,0,0,1,1,0,78,UN APPARTEMENT,14118_0701,13,5,1,12,0,3,0,34,0
2016-09-24,69000.0,0,0,1,0,0,30,UN APPARTEMENT,14118_0201,171,84,4,91,0,4,9,363,0
2016-08-26,79000.0,0,0,1,0,0,35,UN APPARTEMENT,14118_0101,123,72,2,46,0,7,3,253,0
2016-09-15,60000.0,0,0,1,1,0,33,UN APPARTEMENT,14118_1701,73,18,3,21,2,2,3,122,0
2016-10-17,115000.0,0,0,1,1,0,80,UN APPARTEMENT,14118_0702,32,8,4,28,1,8,0,81,0
2016-12-28,232500.0,0,0,1,1,0,93,UN APPARTEMENT,14118_1703,19,5,0,80,0,5,0,109,0
2016-03-24,76000.0,0,0,1,0,0,62,UN APPARTEMENT,14118_0501,36,10,3,36,0,6,0,91,0
2016-06-15,268800.0,258,1,0,0,0,119,UNE MAISON,14118_1902,25,8,3,19,0,1,1,57,1
2016-08-31,110000.0,0,0,1,1,0,41,UN APPARTEMENT,14118_0802,36,5,3,39,0,0,0,83,0
2016-07-22,305000.0,893,1,1,0,0,192,BATI MIXTE - LOGEMENTS,14118_0601,58,13,1,15,0,7,2,96,1
2016-06-23,66000.0,0,0,1,0,0,50,UN APPARTEMENT,14118_0802,36,5,3,39,0,0,0,83,0
2016-07-27,151650.0,106,1,0,0,0,53,UNE MAISON,14118_1902,25,8,3,19,0,1,1,57,1
2016-10-14,280000.0,585,1,0,0,0,124,UNE MAISON,14118_0804,18,3,1,22,1,2,0,47,1
2016-04-14,109500.0,0,0,1,2,0,77,UN APPARTEMENT,14118_1301,58,13,3,27,1,2,0,104,0
2016-09-05,228000.0,0,0,1,2,0,83,UN APPARTEMENT,14118_1601,60,54,2,35,1,7,5,164,0
2016-09-15,233500.0,519,1,0,0,0,97,UNE MAISON,14118_2006,23,3,3,29,1,6,2,67,1
2016-12-19,62000.0,0,0,1,0,0,29,UN APPARTEMENT,14118_0601,58,13,1,15,0,7,2,96,0
2016-12-21,1600000.0,987,0,0,0,0,0,TERRAIN ARTIFICIALISE MIXTE,14118_1202,21,5,1,15,0,1,1,44,0
2016-04-20,48000.0,0,0,1,0,0,18,UN APPARTEMENT,14118_2006,23,3,3,29,1,6,2,67,0
2016-06-02,270000.0,846,1,0,0,0,120,UNE MAISON,14118_1202,21,5,1,15,0,1,1,44,1
2016-01-15,100000.0,0,0,1,1,0,74,UN APPARTEMENT,14118_1701,73,18,3,21,2,2,3,122,0
2016-10-10,55500.0,0,0,0,1,0,0,UNE DEPENDANCE,14118_1001,12,2,1,5,0,2,0,22,0
2016-10-19,63000.0,0,0,1,1,0,19,UN APPARTEMENT,14118_1503,35,12,7,54,0,6,0,114,0
2016-03-15,99000.0,0,0,1,1,0,75,UN APPARTEMENT,14118_0201,171,84,4,91,0,4,9,363,0
2016-07-01,78500.0,12,0,1,1,0,38,UN APPARTEMENT,14118_1102,37,11,5,34,0,3,0,90,1
2016-05-25,69000.0,0,0,0,0,1,48,ACTIVITE,14118_0601,58,13,1,15,0,7,2,96,0
2016-07-06,73000.0,0,0,1,1,0,45,UN APPARTEMENT,14118_1402,29,4,9,9,0,3,2,56,0
2016-06-07,70000.0,0,0,1,0,0,46,UN APPARTEMENT,14118_1902,25,8,3,19,0,1,1,57,0
2016-09-19,57500.0,0,0,1,0,0,19,UN APPARTEMENT,14118_0101,123,72,2,46,0,7,3,253,0
2016-09-07,135000.0,0,0,1,1,0,45,UN APPARTEMENT,14118_1901,13,9,2,6,0,8,0,38,0
2016-03-21,246000.0,579,1,0,0,0,100,UNE MAISON,14118_0903,7,2,1,8,0,0,1,19,1
2016-10-06,175000.0,0,0,1,1,0,65,UN APPARTEMENT,14118_0702,32,8,4,28,1,8,0,81,0
2016-02-22,147000.0,0,0,1,0,0,96,UN APPARTEMENT,14118_0202,122,79,4,74,3,1,7,290,0
2016-02-03,104000.0,0,0,1,2,0,54,UN APPARTEMENT,14118_2006,23,3,3,29,1,6,2,67,0
2016-07-13,150000.0,0,0,1,1,0,83,UN APPARTEMENT,14118_0601,58,13,1,15,0,7,2,96,0
2016-04-18,58000.0,0,0,0,2,0,0,DES DEPENDANCES,14118_0201,171,84,4,91,0,4,9,363,0
2016-09-30,90000.0,202,0,0,8,0,0,DES DEPENDANCES,14118_1502,81,11,2,34,0,0,0,128,0
2016-12-29,92000.0,0,0,1,0,0,46,UN APPARTEMENT,14118_0101,123,72,2,46,0,7,3,253,0
2016-04-25,100000.0,0,0,1,1,0,82,UN APPARTEMENT,14118_0303,24,8,1,22,0,0,1,56,0
2016-10-22,48000.0,0,0,1,1,0,26,UN APPARTEMENT,14118_0303,24,8,1,22,0,0,1,56,0
2016-04-08,75000.0,0,0,1,1,0,51,UN APPARTEMENT,14118_1703,19,5,0,80,0,5,0,109,0
2016-10-20,135000.0,0,0,1,2,0,107,UN APPARTEMENT,14118_0702,32,8,4,28,1,8,0,81,0
2016-01-13,64000.0,0,0,1,0,0,32,UN APPARTEMENT,14118_0201,171,84,4,91,0,4,9,363,0
2016-12-30,37000.0,0,0,0,2,0,0,DES DEPENDANCES,14118_0801,11,3,2,13,1,5,0,35,0
2016-07-07,92600.0,0,0,1,0,0,41,UN APPARTEMENT,14118_0301,78,11,1,24,0,1,4,119,0
2016-05-20,150000.0,0,0,1,1,0,82,UN APPARTEMENT,14118_0802,36,5,3,39,0,0,0,83,0
2016-06-04,57000.0,0,0,1,1,0,25,UN APPARTEMENT,14118_1503,35,12,7,54,0,6,0,114,0
2016-07-05,47000.0,0,0,1,0,0,25,UN APPARTEMENT,14118_0601,58,13,1,15,0,7,2,96,0
2016-09-29,360000.0,0,0,0,0,2,458,ACTIVITE,14118_0102,159,197,2,64,0,3,13,438,0
2016-09-01,129000.0,0,0,1,1,0,60,UN APPARTEMENT,14118_1503,35,12,7,54,0,6,0,114,0
2016-07-20,193000.0,0,0,1,1,0,118,UN APPARTEMENT,14118_2004,15,3,1,2,0,1,0,22,0
2016-11-30,51600.0,0,0,1,1,0,29,UN APPARTEMENT,14118_1501,16,3,1,10,0,3,0,33,0
2016-05-24,72000.0,0,0,1,1,0,32,UN APPARTEMENT,14118_1102,37,11,5,34,0,3,0,90,0
2016-04-02,73000.0,0,0,1,0,0,39,UN APPARTEMENT,14118_1601,60,54,2,35,1,7,5,164,0
2016-12-06,105320.0,0,0,1,0,0,61,UN APPARTEMENT,14118_0202,122,79,4,74,3,1,7,290,0
2016-11-30,8000.0,0,0,0,1,0,0,UNE DEPENDANCE,14118_1202,21,5,1,15,0,1,1,44,0
2016-05-11,236000.0,0,0,1,2,0,144,UN APPARTEMENT,14118_0201,171,84,4,91,0,4,9,363,0
2016-09-09,151000.0,0,0,1,0,0,79,UN APPARTEMENT,14118_0202,122,79,4,74,3,1,7,290,0
2016-09-08,63500.0,0,0,1,0,0,24,UN APPARTEMENT,14118_1502,81,11,2,34,0,0,0,128,0
2016-04-18,40000.0,272,1,0,0,0,89,UNE MAISON,14118_2005,30,1,5,94,1,2,2,135,1
2016-01-20,74500.0,0,0,1,0,0,56,UN APPARTEMENT,14118_1903,25,10,1,33,0,10,0,79,0
2016-08-29,245000.0,353,1,0,0,0,89,UNE MAISON,14118_1704,38,10,4,13,0,2,0,67,1
2016-04-29,140000.0,34,0,4,0,0,48,APPARTEMENT INDETERMINE,14118_0301,78,11,1,24,0,1,4,119,1
2016-12-26,94500.0,0,0,1,1,0,46,UN APPARTEMENT,14118_1202,21,5,1,15,0,1,1,44,0
2016-12-22,350000.0,859,1,0,0,0,220,UNE MAISON,14118_0601,58,13,1,15,0,7,2,96,1
2016-07-13,390000.0,429,1,0,0,0,135,UNE MAISON,14118_1402,29,4,9,9,0,3,2,56,1
2016-07-29,900000.0,804,1,0,0,0,204,UNE MAISON,14118_1101,27,8,2,25,1,1,1,65,1
2016-11-29,90000.0,0,0,1,1,0,43,UN APPARTEMENT,14118_0803,41,14,1,31,0,1,0,88,0
2016-11-10,75000.0,0,0,1,1,0,46,UN APPARTEMENT,14118_1903,25,10,1,33,0,10,0,79,0
2016-12-27,78020.0,0,0,0,0,2,3658,ACTIVITE,14118_0201,171,84,4,91,0,4,9,363,0
2016-01-27,163000.0,329,1,0,0,0,55,UNE MAISON,14118_1704,38,10,4,13,0,2,0,67,1
2016-06-06,152000.0,0,0,1,0,0,92,UN APPARTEMENT,14118_1102,37,11,5,34,0,3,0,90,0
2016-09-29,92000.0,0,0,1,3,0,63,UN APPARTEMENT,14118_1001,12,2,1,5,0,2,0,22,0
2016-05-11,218000.0,0,1,0,0,0,75,UNE MAISON,14118_0301,78,11,1,24,0,1,4,119,0
2016-01-26,137000.0,0,0,1,1,0,60,UN APPARTEMENT,14118_0803,41,14,1,31,0,1,0,88,0
2016-09-21,70000.0,0,0,1,1,0,34,UN APPARTEMENT,14118_0804,18,3,1,22,1,2,0,47,0
2016-02-23,90000.0,0,0,1,1,0,37,UN APPARTEMENT,14118_2007,16,3,3,8,0,3,0,33,0
2016-07-29,80000.0,0,0,1,0,0,53,UN APPARTEMENT,14118_0501,36,10,3,36,0,6,0,91,0
2016-09-15,177000.0,0,0,1,2,0,90,UN APPARTEMENT,14118_1903,25,10,1,33,0,10,0,79,0
2016-02-29,105000.0,0,0,1,1,0,50,UN APPARTEMENT,14118_1503,35,12,7,54,0,6,0,114,0
2016-08-31,77000.0,0,0,1,0,0,42,UN APPARTEMENT,14118_1502,81,11,2,34,0,0,0,128,0
2016-07-27,560372.0,202,1,0,0,0,168,UNE MAISON,14118_1101,27,8,2,25,1,1,1,65,1
2016-05-13,90000.0,0,0,1,2,0,79,UN APPARTEMENT,14118_0601,58,13,1,15,0,7,2,96,0
2016-05-10,203000.0,0,0,1,0,0,132,UN APPARTEMENT,14118_0301,78,11,1,24,0,1,4,119,0
2016-06-13,50500.0,0,0,1,1,0,18,UN APPARTEMENT,14118_2006,23,3,3,29,1,6,2,67,0
2016-07-27,112000.0,0,0,2,0,0,25,DEUX APPARTEMENTS,14118_0702,32,8,4,28,1,8,0,81,0
2016-01-08,280100.0,0,0,1,2,0,100,UN APPARTEMENT,14118_0802,36,5,3,39,0,0,0,83,0
2016-11-16,80400.0,0,0,1,0,0,47,UN APPARTEMENT,14118_0301,78,11,1,24,0,1,4,119,0
2016-04-15,207000.0,0,0,1,0,0,112,UN APPARTEMENT,14118_0201,171,84,4,91,0,4,9,363,0
2016-03-23,62400.0,0,0,1,1,0,53,UN APPARTEMENT,14118_1601,60,54,2,35,1,7,5,164,0
2016-04-29,737500.0,923,1,0,2,0,300,UNE MAISON,14118_0502,24,3,3,4,0,1,0,35,1
2016-06-30,75000.0,0,0,1,1,0,40,UN APPARTEMENT,14118_1301,58,13,3,27,1,2,0,104,0
2016-02-25,48000.0,0,0,1,1,0,43,UN APPARTEMENT,14118_0904,7,0,0,15,1,0,0,23,0
2016-01-18,52000.0,0,0,1,1,0,32,UN APPARTEMENT,14118_1704,38,10,4,13,0,2,0,67,0
2016-12-15,1600000.0,164,0,3,0,1,385,BATI MIXTE - LOGEMENT/ACTIVITE,14118_0102,159,197,2,64,0,3,13,438,1
2016-09-28,515000.0,1413,1,0,0,0,163,UNE MAISON,14118_1101,27,8,2,25,1,1,1,65,1
2016-12-30,60000.0,0,0,1,1,0,34,UN APPARTEMENT,14118_1201,19,1,18,3,0,0,0,41,0
2016-07-12,485000.0,1978,1,3,1,0,407,BATI MIXTE - LOGEMENTS,14118_2002,17,4,2,8,0,18,1,50,1
2016-03-24,11000.0,0,0,0,1,0,0,UNE DEPENDANCE,14118_1201,19,1,18,3,0,0,0,41,0
2016-03-14,180000.0,0,0,1,1,0,94,UN APPARTEMENT,14118_1502,81,11,2,34,0,0,0,128,0
2016-08-18,75000.0,0,0,1,0,0,24,UN APPARTEMENT,14118_0601,58,13,1,15,0,7,2,96,0
2016-07-22,78940.0,0,0,1,1,0,31,UN APPARTEMENT,14118_2002,17,4,2,8,0,18,1,50,0
2016-01-28,205000.0,408,1,0,0,0,70,UNE MAISON,14118_1402,29,4,9,9,0,3,2,56,1
2016-01-14,26000.0,0,0,0,1,0,0,UNE DEPENDANCE,14118_0301,78,11,1,24,0,1,4,119,0
2016-05-13,97000.0,0,0,1,1,0,50,UN APPARTEMENT,14118_0502,24,3,3,4,0,1,0,35,0
2016-11-19,170000.0,0,0,1,1,0,59,UN APPARTEMENT,14118_0502,24,3,3,4,0,1,0,35,0
2016-12-01,50000.0,0,0,1,0,0,53,UN APPARTEMENT,14118_1701,73,18,3,21,2,2,3,122,0
